City,Cuisine,count
Lisbon,Latin,17
Budapest,Israeli,21
Copenhagen,European,719
Copenhagen,American,102
Budapest,Russian,10
Budapest,British,9
Copenhagen,Danish,471
Copenhagen,Caribbean,1
Edinburgh,Gluten Free Options,608
Edinburgh,Cafe,288
Hamburg,Afghani,3
Brussels,Hungarian,1
Copenhagen,Pakistani,11
Dublin,Halal,27
Dublin,Cajun & Creole,1
Geneva,Italian,220
Geneva,Afghani,1
Hamburg,Wine Bar,27
Krakow,Hungarian,3
Edinburgh,Portuguese,12
Hamburg,Pizza,87
Hamburg,Albanian,1
Helsinki,Persian,1
Budapest,Thai,47
Budapest,South American,9
Copenhagen,Gastropub,9
Geneva,Vegan Options,106
Geneva,Delicatessen,7
Hamburg,French,37
Helsinki,Bar,83
Lisbon,Belgian,4
Copenhagen,Grill,27
Geneva,Street Food,6
Hamburg,Soups,21
Helsinki,Cafe,76
Budapest,Arabic,3
Geneva,Greek,1
Hamburg,Nepali,2
Brussels,Afghani,1
Budapest,Afghani,1
Copenhagen,Dutch,1
Edinburgh,Grill,28
Geneva,Soups,15
Hamburg,Croatian,4
Helsinki,Contemporary,14
Lisbon,Gluten Free Options,246
Budapest,Czech,4
Budapest,Grill,49
Dublin,Mongolian,1
Edinburgh,Italian,148
Geneva,Portuguese,19
Brussels,German,1
Dublin,British,54
Geneva,Fast Food,37
Krakow,Wine Bar,15
Budapest,Italian,258
Helsinki,Egyptian,1
Krakow,Delicatessen,2
Budapest,Halal,11
Dublin,Australian,5
Geneva,Pizza,106
Hamburg,Mexican,23
Lisbon,Israeli,1
Lisbon,Hawaiian,1
Copenhagen,Delicatessen,14
Krakow,International,60
Budapest,Belgian,4
Copenhagen,Korean,8
Helsinki,German,3
Helsinki,Grill,10
Krakow,Mediterranean,99
Hamburg,Vegetarian Friendly,513
Hamburg,Barbecue,33
Hamburg,Spanish,50
Lisbon,Street Food,16
Copenhagen,French,88
Edinburgh,Healthy,30
Hamburg,Halal,15
Hamburg,Israeli,2
Hamburg,Russian,2
Lisbon,Vietnamese,6
Edinburgh,Bar,309
Brussels,Hawaiian,1
Lisbon,Barbecue,57
Copenhagen,Tibetan,1
Copenhagen,Eastern European,3
Dublin,Central European,8
Dublin,Malaysian,4
Edinburgh,Australian,1
Hamburg,Eastern European,2
Lisbon,International,122
Budapest,Lebanese,8
Budapest,Peruvian,2
Edinburgh,German,3
Budapest,American,138
Dublin,Croatian,1
Dublin,Pakistani,13
Hamburg,Seafood,137
Hamburg,Chinese,62
Helsinki,Indian,18
Krakow,Pizza,95
Lisbon,Soups,72
Edinburgh,Argentinean,4
Helsinki,French,22
Lisbon,South American,54
Geneva,Pub,43
Geneva,British,3
Hamburg,Austrian,11
Hamburg,Delicatessen,20
Lisbon,Malaysian,2
Geneva,Venezuelan,2
Hamburg,Argentinean,5
Hamburg,Polish,1
Krakow,Thai,12
Lisbon,Korean,2
Edinburgh,Nepali,9
Edinburgh,Brew Pub,4
Helsinki,Belgian,2
Krakow,Grill,20
Lisbon,Cafe,119
Lisbon,Filipino,3
Copenhagen,Nepali,3
Hamburg,American,80
Lisbon,Eastern European,3
Copenhagen,Halal,16
Geneva,Croatian,1
Hamburg,Portuguese,37
Budapest,Hungarian,948
Edinburgh,Vegan Options,460
Geneva,Swiss,140
Geneva,Fusion,15
Geneva,Russian,1
Lisbon,Russian,2
Copenhagen,Indian,43
Copenhagen,Brew Pub,7
Geneva,Vegetarian Friendly,397
Geneva,Indian,24
Geneva,Taiwanese,1
Helsinki,Portuguese,1
Edinburgh,Spanish,17
Hamburg,Armenian,1
Lisbon,Thai,12
Budapest,Colombian,1
Copenhagen,Healthy,30
Copenhagen,Spanish,40
Geneva,Belgian,1
Krakow,Vegetarian Friendly,379
Krakow,Sushi,28
Dublin,French,44
Edinburgh,Balti,34
Geneva,Asian,135
Hamburg,Tibetan,3
Krakow,Middle Eastern,13
Dublin,Korean,9
Helsinki,Gluten Free Options,181
Helsinki,Cajun & Creole,1
Krakow,Polynesian,2
Lisbon,Seafood,210
Budapest,Indian,30
Dublin,International,79
Edinburgh,Caribbean,6
Hamburg,Cajun & Creole,2
Brussels,Indonesian,2
Dublin,Egyptian,1
Edinburgh,Thai,36
Edinburgh,African,7
Edinburgh,Korean,7
Brussels,Peruvian,5
Brussels,Cambodian,2
Krakow,Gluten Free Options,117
Lisbon,Moroccan,2
Budapest,Central Asian,1
Edinburgh,Bangladeshi,24
Edinburgh,Fusion,8
Geneva,Tunisian,1
Edinburgh,Scandinavian,4
Hamburg,Chilean,1
Budapest,Eastern European,321
Geneva,Central American,7
Hamburg,Swiss,1
Budapest,Brazilian,1
Budapest,Scottish,2
Helsinki,Asian,143
Helsinki,Malaysian,2
Krakow,European,576
Krakow,Central American,4
Helsinki,Steakhouse,14
Lisbon,Lebanese,4
Budapest,Fast Food,167
Budapest,Danish,1
Edinburgh,Hungarian,1
Helsinki,Latin,10
Geneva,Pakistani,2
Krakow,Canadian,1
Lisbon,Gastropub,11
London,Kosher,26
Lyon,Mediterranean,80
London,Scandinavian,18
Ljubljana,Contemporary,8
London,Austrian,9
Lyon,Healthy,29
London,Dutch,4
Ljubljana,South American,2
Luxembourg,Moroccan,2
Luxembourg,Grill,6
Luxembourg,Brazilian,3
Ljubljana,Pizza,56
Lyon,Spanish,38
Ljubljana,Sushi,6
Luxembourg,Peruvian,2
Lyon,Russian,6
Luxembourg,Diner,1
Luxembourg,African,1
Ljubljana,Thai,8
London,Belgian,15
London,Delicatessen,112
London,Ecuadorean,2
Lyon,Persian,2
London,Contemporary,192
London,Spanish,300
London,Brazilian,57
London,Korean,81
London,Mediterranean,1583
Luxembourg,Halal,1
Lyon,Peruvian,3
Ljubljana,Bangladeshi,1
London,Southwestern,14
Ljubljana,Mediterranean,81
Luxembourg,Japanese,34
Lyon,Brazilian,5
London,Ukrainian,1
Ljubljana,Japanese,8
London,Brew Pub,52
Luxembourg,German,4
London,Central European,52
Lyon,Mexican,17
Ljubljana,Gluten Free Options,61
Ljubljana,Soups,15
Luxembourg,Caribbean,1
London,Georgian,2
London,International,419
London,Pub,1806
London,Albanian,3
Lyon,Japanese,85
Ljubljana,Mexican,10
Ljubljana,Vietnamese,1
Ljubljana,Delicatessen,2
London,Persian,81
London,Moroccan,51
Ljubljana,Lebanese,1
Luxembourg,Nepali,9
London,Cafe,1506
Luxembourg,Korean,3
Luxembourg,Soups,9
Ljubljana,Vegetarian Friendly,123
Ljubljana,British,2
London,Pakistani,80
London,Cambodian,1
London,Turkish,440
London,Armenian,6
Lyon,Turkish,12
Luxembourg,Asian,77
London,Taiwanese,16
Ljubljana,Steakhouse,10
Luxembourg,Chinese,34
Lyon,Fusion,21
Ljubljana,American,16
Luxembourg,Tibetan,4
Luxembourg,Portuguese,16
Lyon,Seafood,30
Lyon,Korean,6
Luxembourg,Healthy,6
Lyon,International,28
Ljubljana,Latin,3
Luxembourg,Cuban,1
London,African,66
London,Israeli,32
London,Central Asian,4
Luxembourg,Fast Food,17
London,Croatian,1
London,Ethiopian,26
Luxembourg,Indian,18
Ljubljana,Grill,13
London,Romanian,5
Lyon,Scandinavian,1
London,Danish,4
London,Polish,30
London,Indonesian,21
Luxembourg,South American,6
Lyon,Cafe,59
London,American,685
London,South American,140
Lyon,African,11
Ljubljana,Brazilian,2
London,Seafood,410
London,Cuban,11
Luxembourg,Swedish,2
Luxembourg,Mexican,9
Ljubljana,Croatian,3
Ljubljana,African,1
Lyon,Street Food,24
London,Mexican,215
London,Latvian,1
Luxembourg,Spanish,13
Luxembourg,Eastern European,1
London,Swedish,13
Luxembourg,Pub,38
Luxembourg,Pizza,51
Luxembourg,Wine Bar,10
Ljubljana,Middle Eastern,6
Ljubljana,Greek,3
London,Argentinean,57
Lyon,Middle Eastern,31
Lyon,Asian,95
Lyon,Lebanese,14
Lyon,Indian,40
Ljubljana,Barbecue,30
Luxembourg,Polish,1
Lyon,Contemporary,25
Ljubljana,Wine Bar,14
London,Afghani,16
London,Chinese,659
London,Venezuelan,7
Luxembourg,Middle Eastern,7
Ljubljana,Healthy,9
London,Gastropub,313
London,Barbecue,249
Lyon,American,67
London,Bangladeshi,155
London,Central American,59
London,Swiss,2
Lyon,Eastern European,8
London,Gluten Free Options,3271
London,Vietnamese,176
London,Caribbean,126
Lyon,Thai,25
London,Steakhouse,246
Luxembourg,Italian,110
Luxembourg,Sushi,34
Lyon,Steakhouse,29
Lyon,Portuguese,3
Lyon,Irish,4
Lyon,Chinese,44
London,Italian,1722
London,Healthy,266
Luxembourg,Delicatessen,6
Ljubljana,Chinese,14
Ljubljana,French,2
London,Colombian,18
Ljubljana,Persian,1
Ljubljana,Russian,1
London,Czech,1
Lyon,Delicatessen,26
Ljubljana,Italian,52
Ljubljana,Nepali,1
London,Indian,1055
London,Portuguese,123
Luxembourg,Vegan Options,61
Lyon,Moroccan,14
London,Bar,2144
London,Pizza,1055
London,Diner,133
Luxembourg,Gastropub,8
Ljubljana,Albanian,1
London,Greek,142
Luxembourg,French,117
Luxembourg,Bangladeshi,1
Lyon,Italian,163
Lyon,Nepali,1
Ljubljana,Turkish,3
London,Nepali,51
London,Canadian,3
Lyon,Belgian,7
London,Tunisian,2
Ljubljana,Seafood,27
London,Russian,10
Luxembourg,Thai,13
Luxembourg,British,2
Lyon,Gastropub,51
Lyon,South American,15
Lyon,Tibetan,1
Luxembourg,International,31
London,German,24
Luxembourg,American,17
London,Thai,440
London,New Zealand,4
Lyon,Fast Food,62
Luxembourg,Central European,10
Lyon,Wine Bar,68
Lyon,Grill,29
Ljubljana,Asian,28
London,Welsh,3
London,Egyptian,6
London,Burmese,4
London,Lebanese,246
London,Soups,164
Luxembourg,European,237
Ljubljana,Slovenian,151
Ljubljana,Indian,6
London,Fusion,134
Lyon,Bar,78
London,Chilean,1
Ljubljana,Eastern European,33
London,Malaysian,70
Luxembourg,Argentinean,2
London,Irish,21
London,Street Food,83
London,Sushi,420
Lyon,Argentinean,3
London,Vegan Options,2681
London,Hawaiian,12
Lyon,Pub,83
Luxembourg,Persian,3
Luxembourg,Scandinavian,4
Lyon,European,298
Ljubljana,International,21
London,British,3597
Ljubljana,European,221
London,Filipino,10
Luxembourg,Central American,3
Ljubljana,Vegan Options,63
Luxembourg,Mediterranean,93
London,Tibetan,3
Lyon,Sushi,47
Lyon,Latin,11
London,Cajun & Creole,11
Luxembourg,Danish,3
Ljubljana,Halal,2
London,Hungarian,4
Lyon,Halal,9
London,Salvadoran,1
Luxembourg,Greek,5
Luxembourg,Swiss,1
London,Vegetarian Friendly,6163
Lyon,British,6
London,Norwegian,4
Luxembourg,Steakhouse,10
Lyon,French,906
Ljubljana,Fusion,6
Luxembourg,Cafe,27
London,Eastern European,134
Ljubljana,Native American,1
Ljubljana,Korean,1
Luxembourg,Barbecue,2
Luxembourg,Contemporary,5
London,Halal,871
Ljubljana,Central European,114
Luxembourg,Lebanese,4
Ljubljana,Brew Pub,1
Ljubljana,Diner,1
London,Asian,2139
London,Polynesian,1
Luxembourg,Fusion,8
Luxembourg,Irish,1
Lyon,Gluten Free Options,23
Ljubljana,Pub,29
Ljubljana,Street Food,6
Lyon,Brew Pub,38
Luxembourg,Latin,11
Luxembourg,Vietnamese,5
London,Scottish,13
London,Japanese,542
London,Fast Food,1119
London,Wine Bar,247
London,Jamaican,60
Lyon,Pakistani,16
Lyon,Cajun & Creole,5
Ljubljana,Spanish,4
London,Singaporean,17
Lyon,Vegetarian Friendly,223
London,French,439
London,Minority Chinese,5
Luxembourg,Turkish,3
London,Grill,321
Lyon,Diner,19
London,Australian,25
Luxembourg,Vegetarian Friendly,204
Luxembourg,Bar,57
Ljubljana,Fast Food,33
London,Peruvian,33
London,Sri Lankan,16
Lyon,Pizza,130
London,Balti,164
Ljubljana,Bar,47
Ljubljana,Irish,2
Ljubljana,Argentinean,1
London,European,2191
Luxembourg,Xinjiang,1
London,Middle Eastern,691
Luxembourg,Gluten Free Options,60
Ljubljana,Cafe,37
Lyon,Soups,11
Lyon,Vegan Options,51
Lyon,Vietnamese,37
Lyon,Barbecue,16
Luxembourg,Brew Pub,3
London,Arabic,20
Luxembourg,Seafood,7
Lyon,Yunnan,1
Ljubljana,Gastropub,2
London,Latin,115
London,Uzbek,2
Ljubljana,Central American,2
Lyon,German,2
Oslo,Scandinavian,144
Munich,Turkish,39
Madrid,Barbecue,86
Munich,Eastern European,8
Milan,Fusion,128
Oporto,Fast Food,30
Madrid,Lebanese,16
Munich,Seafood,113
Paris,Fusion,171
Milan,Cafe,224
Madrid,Welsh,1
Milan,Israeli,4
Milan,Southwestern,1
Munich,Central American,13
Oslo,Chinese,34
Milan,German,10
Milan,Moroccan,6
Munich,Central Asian,1
Paris,Barbecue,75
Paris,Pub,478
Madrid,Malaysian,1
Milan,Vegetarian Friendly,1592
Oporto,Asian,39
Oporto,Japanese,51
Oslo,Asian,159
Oslo,German,4
Paris,Israeli,21
Paris,Irish,17
Milan,Wine Bar,121
Milan,Central American,10
Milan,Singaporean,3
Milan,Pakistani,4
Oslo,Irish,1
Madrid,Yunnan,1
Oslo,South American,6
Madrid,Russian,12
Oslo,Middle Eastern,30
Madrid,Moroccan,12
Munich,International,162
Munich,Croatian,11
Oporto,Healthy,18
Paris,Scandinavian,10
Milan,Caribbean,4
Paris,International,157
Paris,Indonesian,10
Munich,Central European,233
Paris,Spanish,174
Madrid,Georgian,4
Milan,Eastern European,3
Milan,Diner,7
Madrid,French,59
Oporto,Albanian,1
Paris,Grill,91
Milan,Italian,2926
Milan,Ecuadorean,4
Oporto,Contemporary,58
Madrid,Delicatessen,68
Munich,Mexican,34
Oslo,Southwestern,3
Madrid,Grill,70
Paris,French,5258
Madrid,Middle Eastern,41
Madrid,Afghani,3
Milan,Gluten Free Options,533
Oporto,Brew Pub,3
Oslo,French,32
Milan,South American,61
Munich,Australian,1
Oslo,Vietnamese,20
Oslo,Healthy,2
Madrid,Fusion,263
Milan,Norwegian,1
Oslo,Pub,92
Milan,Asian,249
Munich,Venezuelan,1
Oslo,Spanish,27
Madrid,Fast Food,211
Madrid,Colombian,10
Madrid,Brazilian,28
Munich,Thai,61
Oporto,Pub,46
Oporto,Turkish,1
Paris,Healthy,128
Oporto,Peruvian,1
Paris,Fast Food,304
Paris,Swiss,5
Madrid,Indonesian,6
Munich,Italian,404
Oslo,Street Food,6
Madrid,Balti,1
Oporto,Latin,7
Paris,Singaporean,1
Lyon,Cuban,1
Madrid,Taiwanese,7
Oporto,Steakhouse,26
Oporto,Belgian,2
Paris,Delicatessen,132
Madrid,Healthy,164
Milan,European,526
Milan,Filipino,4
Munich,Asian,210
Munich,Delicatessen,33
Oporto,Barbecue,39
Paris,Gastropub,232
Munich,Tunisian,1
Oporto,Wine Bar,58
Milan,French,22
Munich,Ethiopian,4
Paris,Latin,67
Lyon,Cambodian,6
Munich,Afghani,11
Oslo,Mongolian,2
Paris,Taiwanese,13
Paris,Afghani,7
Madrid,Hawaiian,5
Milan,Swedish,2
Paris,European,3353
Oporto,Taiwanese,1
Oslo,Portuguese,1
Paris,Asian,987
Paris,Wine Bar,345
Milan,Thai,24
Munich,Pakistani,3
Munich,Minority Chinese,3
Paris,Chinese,450
Munich,Vietnamese,90
Madrid,Scandinavian,1
Milan,Brazilian,25
Munich,Swiss,2
Munich,Romanian,1
Oslo,Polish,1
Munich,Kosher,1
Paris,Brew Pub,94
Milan,Chinese,302
Munich,Portuguese,5
Paris,Eastern European,19
Oslo,Peruvian,4
Paris,Argentinean,34
Lyon,Chilean,1
Madrid,Peruvian,80
Munich,Halal,33
Munich,Korean,8
Oslo,Mediterranean,47
Milan,Venezuelan,3
Milan,Egyptian,13
Munich,British,1
Oslo,Hawaiian,1
Madrid,Spanish,3198
Madrid,German,20
Munich,Hawaiian,3
Paris,American,351
Madrid,Steakhouse,130
Oslo,Brazilian,1
Paris,Seafood,167
Lyon,Tunisian,8
Madrid,Chinese,172
Madrid,Turkish,30
Madrid,Czech,1
Munich,Diner,37
Oslo,Nepali,1
Paris,Thai,333
Paris,Kosher,45
Madrid,Venezuelan,46
Paris,Japanese,716
Madrid,Pizza,259
Madrid,Eastern European,11
Milan,Mongolian,2
Oslo,Vegan Options,156
Madrid,Sushi,158
Oporto,Argentinean,3
Oporto,Pizza,37
Oporto,Diner,3
Lyon,Ethiopian,1
Milan,Halal,16
Milan,Korean,18
Madrid,Swiss,1
Munich,South American,16
Oporto,Vegan Options,138
Oslo,Korean,6
Oslo,Eastern European,1
Oslo,Fusion,20
Oslo,Persian,2
Madrid,Bar,373
Madrid,Polish,2
Oslo,Italian,94
Milan,Vegan Options,605
Milan,Soups,152
Milan,Australian,4
Munich,Gluten Free Options,105
Madrid,Japanese,266
Madrid,Polynesian,1
Oslo,Sushi,84
Oslo,Caribbean,2
Paris,Central European,15
Munich,Spanish,40
Oporto,International,53
Oporto,Mexican,2
Paris,Persian,15
Oporto,Sushi,46
Madrid,Mexican,158
Oporto,Grill,25
Oporto,British,1
Milan,British,7
Oslo,Contemporary,12
Milan,Argentinean,15
Munich,American,73
Oslo,Pizza,76
Oslo,Wine Bar,13
Madrid,Bangladeshi,2
Milan,Scandinavian,2
Paris,Pakistani,33
Paris,Bar,859
Madrid,Thai,61
Munich,Argentinean,3
Munich,Pub,92
Oslo,Vegetarian Friendly,316
Madrid,Dutch,1
Milan,Spanish,37
Paris,Australian,9
Paris,Soups,129
Madrid,Indian,80
Madrid,Tunisian,1
Milan,Sri Lankan,6
Milan,Colombian,2
Oslo,Indian,47
Lyon,Greek,6
Oporto,American,21
Milan,Greek,17
Milan,Middle Eastern,33
Milan,Hungarian,1
Munich,Irish,5
Munich,Arabic,3
Oporto,Venezuelan,2
Lyon,Caribbean,4
Madrid,Cafe,313
Munich,European,616
Oporto,Israeli,2
Oslo,Gastropub,18
Oslo,Greek,4
Madrid,Latin,114
Oporto,Brazilian,17
Paris,Contemporary,141
Munich,Sushi,84
Milan,Fast Food,174
Paris,Mediterranean,860
Lyon,Georgian,1
Lyon,Colombian,3
Oslo,Delicatessen,8
Oslo,Central European,1
Milan,Japanese,383
Paris,Vegan Options,759
Paris,Korean,119
Munich,Fusion,25
Paris,Moroccan,141
Milan,Irish,4
Oporto,Vegetarian Friendly,290
Madrid,Tibetan,1
Paris,Turkish,71
Milan,Taiwanese,2
Munich,Wine Bar,28
Oslo,Swedish,3
Milan,Healthy,44
Munich,Mediterranean,372
Oporto,Central European,4
Paris,African,109
Milan,Fujian,1
Lyon,Venezuelan,2
Oporto,German,1
Oslo,Grill,14
Milan,Uzbek,1
Munich,German,397
Oporto,French,14
Oporto,Lebanese,1
Madrid,Gluten Free Options,634
Munich,Indonesian,1
Oslo,Mexican,19
Paris,Street Food,97
Munich,Latin,16
Munich,Southwestern,3
Oporto,Kosher,1
Oslo,American,61
Oslo,Turkish,23
Munich,Tibetan,1
Oslo,Ethiopian,1
Milan,Peruvian,22
Munich,French,56
Madrid,Wine Bar,60
Madrid,Canadian,1
Munich,Gastropub,28
Oslo,Dutch,1
Milan,Mexican,29
Munich,Healthy,44
Milan,Nepali,10
Madrid,Egyptian,3
Madrid,Minority Chinese,3
Milan,Ukrainian,2
Munich,Moroccan,3
Paris,Diner,59
Madrid,Ecuadorean,9
Oslo,Lebanese,3
Madrid,Nepali,5
Oporto,Delicatessen,11
Paris,South American,90
Paris,Sushi,344
Munich,Bar,153
Munich,Middle Eastern,57
Oslo,Sri Lankan,1
Madrid,Street Food,32
Milan,Seafood,810
Madrid,Pub,243
Oporto,Middle Eastern,3
Paris,Belgian,23
Madrid,Belgian,4
Madrid,Portuguese,18
Madrid,Halal,23
Milan,Turkish,26
Munich,Pizza,171
Oporto,Cafe,90
Oporto,Street Food,5
Oslo,Jamaican,1
Paris,Cafe,527
Madrid,Armenian,3
Munich,Brazilian,3
Oslo,Japanese,76
Madrid,Singaporean,3
Madrid,Ukrainian,3
Paris,Vegetarian Friendly,2739
Paris,Lebanese,173
Paris,Nepali,5
Munich,Steakhouse,29
Munich,Barbecue,26
Munich,Street Food,13
Oslo,Thai,56
Milan,Dutch,1
Paris,Steakhouse,96
Madrid,Irish,12
Oporto,Fusion,30
Paris,Cambodian,30
Madrid,Diner,62
Milan,Lebanese,11
Munich,Ukrainian,1
Madrid,Italian,421
Madrid,Caribbean,27
Oporto,Southwestern,1
Oslo,Central American,7
Madrid,Greek,21
Milan,Pub,261
Munich,Mongolian,5
Oslo,Afghani,1
Paris,Peruvian,27
Oporto,Seafood,43
Madrid,European,1016
Munich,Austrian,26
Munich,Indian,66
Oslo,Soups,15
Milan,Ethiopian,6
Milan,Street Food,52
Munich,Russian,2
Madrid,Central European,11
Munich,African,8
Oporto,Mediterranean,368
Paris,Tunisian,44
Madrid,Pakistani,7
Madrid,Filipino,5
Munich,Soups,23
Munich,Peruvian,2
Oporto,Portuguese,848
Milan,Arabic,7
Oslo,Norwegian,187
Oslo,British,3
Madrid,British,9
Munich,Polynesian,1
Lyon,Taiwanese,1
Lyon,Central American,3
Madrid,African,16
Munich,Greek,89
Paris,Italian,1282
Madrid,South American,193
Madrid,Chilean,3
Munich,Vegan Options,245
Oporto,Soups,33
Paris,Russian,23
Madrid,Asian,312
Munich,Persian,4
Munich,Caribbean,2
Paris,Greek,66
Oporto,South American,17
Lyon,Danish,1
Oslo,Gluten Free Options,228
Milan,Belgian,2
Madrid,Romanian,3
Madrid,Cajun & Creole,1
Milan,Vietnamese,10
Munich,Brew Pub,7
Paris,Mexican,82
Lyon,Albanian,2
Milan,Sushi,299
Milan,Malaysian,1
Munich,Contemporary,22
Munich,Japanese,77
Munich,Cajun & Creole,2
Munich,Georgian,1
Oporto,Thai,1
Oporto,Gastropub,7
Oslo,Fast Food,53
Milan,Persian,2
Oporto,Gluten Free Options,104
Paris,Gluten Free Options,391
Madrid,Albanian,1
Milan,Brew Pub,82
Oporto,Spanish,60
Oslo,Steakhouse,12
Oslo,African,2
Madrid,Vegan Options,596
Munich,Nepali,2
Oslo,Seafood,35
Paris,Pizza,556
Madrid,International,348
Milan,Central European,6
Milan,Scottish,1
Munich,Malaysian,1
Madrid,Persian,3
Oslo,Latin,5
Paris,Vietnamese,331
Paris,British,22
Madrid,Central American,31
Paris,Portuguese,41
Madrid,Contemporary,145
Oslo,Chilean,1
Madrid,Kosher,1
Milan,Latin,34
Paris,Ethiopian,13
Milan,Austrian,4
Madrid,Ethiopian,3
Oslo,Barbecue,21
Paris,Brazilian,31
Milan,Kosher,4
Oporto,Bar,81
Oslo,Cajun & Creole,2
Milan,Russian,5
Milan,Delicatessen,59
Munich,Balti,1
Oporto,African,7
Paris,Halal,110
Madrid,Arabic,2
Milan,Minority Chinese,5
Munich,Chinese,72
Oporto,European,834
Lyon,Welsh,1
Milan,Mediterranean,1377
Milan,Tibetan,3
Munich,Cafe,126
Munich,Hungarian,1
Milan,African,17
Madrid,Mediterranean,2074
Madrid,Argentinean,88
Oporto,Chinese,10
Oslo,Pakistani,12
Milan,Cuban,3
Oporto,Italian,60
Oslo,Halal,11
Paris,Indian,234
Madrid,Central Asian,2
Milan,Steakhouse,70
Milan,Bar,336
Oslo,Diner,13
Lyon,Armenian,7
Madrid,Brew Pub,39
Milan,Barbecue,133
Milan,American,118
Paris,Central American,36
Oslo,Bar,124
Paris,Sri Lankan,7
Madrid,Cuban,10
Paris,Cajun & Creole,26
Lyon,Canadian,1
Munich,Lebanese,11
Oporto,Indian,6
Oslo,Cafe,62
Madrid,American,305
Milan,Grill,22
Oslo,Moroccan,3
Oslo,Danish,5
Madrid,Seafood,160
Madrid,Soups,30
Munich,Grill,41
Paris,Middle Eastern,252
Milan,Indian,46
Oporto,Greek,1
Oslo,European,337
Madrid,Fujian,1
Madrid,Swedish,1
Munich,Fast Food,56
Milan,Contemporary,66
Milan,Hawaiian,1
Munich,Israeli,3
Milan,Pizza,909
Madrid,Vietnamese,21
Milan,International,136
Oslo,International,60
Madrid,Vegetarian Friendly,1366
Madrid,Gastropub,62
Madrid,Korean,12
Madrid,Salvadoran,2
Madrid,Israeli,3
Milan,Gastropub,45
Munich,Vegetarian Friendly,880
Oslo,Brew Pub,6
Prague,Brew Pub,17
Prague,Japanese,86
Prague,Scottish,1
Prague,American,168
Rome,Filipino,5
Prague,Italian,387
Prague,Ukrainian,1
Prague,Central American,15
Prague,Hungarian,1
Prague,Arabic,4
Prague,Wine Bar,74
Prague,Gastropub,46
Rome,Grill,38
Rome,Central American,12
Paris,Central Asian,3
Prague,French,79
Paris,Arabic,11
Paris,German,6
Rome,Delicatessen,167
Paris,Georgian,1
Prague,Delicatessen,27
Rome,Indonesian,2
Rome,Cafe,212
Rome,Argentinean,9
Rome,Persian,5
Rome,Thai,27
Prague,Sushi,80
Rome,Gluten Free Options,919
Paris,Malaysian,3
Paris,Uzbek,1
Rome,Vegetarian Friendly,2507
Prague,South American,16
Rome,Irish,12
Prague,British,12
Prague,Fast Food,284
Prague,Israeli,5
Prague,Romanian,1
Paris,Hungarian,1
Rome,Barbecue,111
Paris,Hawaiian,6
Prague,Mexican,55
Rome,Egyptian,5
Paris,Egyptian,3
Prague,Barbecue,50
Paris,Croatian,1
Rome,Norwegian,2
Prague,Kosher,5
Paris,Venezuelan,2
Prague,Fusion,37
Paris,Polish,7
Prague,Austrian,8
Rome,Moroccan,4
Prague,Gluten Free Options,296
Prague,Irish,11
Prague,Asian,252
Rome,Halal,16
Prague,Brazilian,6
Prague,Street Food,12
Rome,Indian,28
Prague,Vegetarian Friendly,778
Rome,South American,34
Paris,Albanian,2
Rome,Street Food,91
Rome,Tunisian,2
Paris,Scottish,2
Prague,Swedish,1
Prague,Healthy,43
Prague,Central European,832
Rome,Fusion,74
Paris,Minority Chinese,1
Paris,Xinjiang,1
Rome,Wine Bar,210
Rome,Greek,13
Rome,German,11
Prague,Mediterranean,204
Rome,Diner,4
Prague,Diner,60
Paris,Mongolian,1
Paris,Cuban,9
Rome,Pizza,1486
Rome,Ethiopian,9
Prague,Thai,68
Rome,Healthy,39
Prague,Spanish,29
Rome,Pakistani,2
Rome,Scottish,1
Prague,Cafe,409
Rome,Soups,169
Rome,Japanese,168
Rome,Peruvian,13
Rome,Asian,137
Prague,International,333
Prague,Argentinean,8
Rome,Hawaiian,2
Prague,Chinese,102
Prague,Mongolian,1
Rome,Kosher,17
Paris,Ukrainian,3
Rome,Polish,1
Rome,Ukrainian,1
Paris,Armenian,2
Prague,Middle Eastern,32
Paris,Filipino,1
Rome,Vegan Options,1133
Rome,British,8
Paris,Danish,4
Prague,Seafood,55
Prague,Scandinavian,2
Rome,Australian,1
Prague,Greek,21
Prague,European,1981
Prague,Lebanese,8
Prague,Danish,1
Paris,Norwegian,2
Rome,Latin,20
Prague,Moroccan,1
Rome,Central European,17
Prague,Tibetan,2
Rome,Fast Food,293
Paris,Native American,1
Prague,Slovenian,1
Rome,Brazilian,14
Prague,Russian,9
Prague,Pub,452
Rome,Mediterranean,2210
Rome,Afghani,2
Prague,Taiwanese,2
Rome,European,681
Paris,Chilean,1
Prague,Afghani,1
Rome,Venezuelan,5
Rome,Malaysian,2
Rome,Vietnamese,7
Prague,Vegan Options,295
Rome,Contemporary,66
Rome,Chinese,151
Rome,Eastern European,1
Prague,Georgian,2
Paris,Caribbean,36
Prague,African,5
Prague,Grill,52
Rome,French,18
Rome,Minority Chinese,1
Paris,Colombian,8
Prague,Latin,22
Prague,Central Asian,1
Prague,Norwegian,1
Rome,Brew Pub,142
Paris,Tibetan,18
Prague,Nepali,4
Prague,Canadian,3
Rome,American,113
Prague,Belgian,5
Prague,Soups,45
Rome,Pub,331
Rome,African,11
Rome,Middle Eastern,35
Rome,Israeli,12
Rome,Balti,1
Prague,Contemporary,37
Prague,Caribbean,4
